,comments,score
4254,一起买的手机 为什么不一起送 为什么快递一直转圈不走,0
4255,帮爸爸买的，和之前的手机相比确实是好很多了\n外形外观：很好看\n屏幕音效：信任华为\n运行速度：目前来看还是很不错的\n待机时间：待机很久，不打游戏,1
4256,用了一段时间感觉还是可以的，手感舒适，重量轻便，屏幕大小、手机厚度都很适合日常使用，操作系统相对流畅，普通日常生活使用足够了。包装有带一个手机软壳，屏幕自带膜防磨损还可以。当然，这一款没有自带充电器、耳机是真的非常不方便。,1
4257,手机发烫   玩游戏也有卡顿现象 非常耗油 性价比还不如小米   差评   绝对的差评,0
4258,搞不清楚为什么新手机里有照片 不知道是不是正品,0
4259,耗电太快，睡前充好的电没玩，早上起来直接少了40%\n太后悔买了,0
4260,夏天来了，火龙888就太离谱了。均衡模式连王者荣耀90帧 极致画质都稳不住。打团就掉到70多帧。很烫\n带个散热背夹就可以120帧稳住了?,1
4261,外形外观：很喜欢直板的，屏幕是平的，现在很多曲面屏做的丑死了还是喜欢平面屏。\n屏幕音效：屏幕个人感觉跟苹果13屏差不多很喜欢，音质感觉也超级。\n\n拍照效果：拍照好看\n待机时间：这个电池短板，用电快又容易发烫。不适合打游戏。\n运行速度：运行速度很奈斯\n其他特色：防水、防尘、反向充电这种小黑科技都有很奈斯,1
4262,外形外观：666\n屏幕音效：完美\n拍照效果：美呆了\n运行速度：飞一般的感觉\n待机时间：超长,1
4263,三星现在如此强大，功能都可以让我研究一下午，远远不断的新技能，手机大小太我太满意了好手机，手表也棒。,1
4264,玩个王者荣耀直接手动大返回到桌面后页面就卡住了，没法滑动到别的菜单页面去，点APP也没反应，每次都要重启手机后就可以滑动页面，正常点APP，这才买多久就这样，,0
4265,一个国产手机，跟苹果不送充电器，跟个屁的风,0
4266,还未拆封，只是颜色选错居然不能换货。,0
4267,带电时长差\n刷视频容易发烫，更别提打游戏,0
4268,听哈用的，颜色不错，手感不错，不卡顿，充电超快???,1
4269,好东西，非常流畅，很多软件都可以根据需要卸载和保留。相信华为的东西。,1
4270,发货很快。颜色漂亮，可可茶金好喜欢。手感非常好，送了手机壳和充电线。\n外形外观：颜色漂亮，手感好。\n屏幕音效：操作方便，声音大。\n拍照效果：拍照效果好，清晰度高。\n运行速度：运行速度快。\n待机时间：待机时间长，,1
4271,刚买的手机就卡了五六次，换个壁纸锁屏还打不开,0
4272,手机耗电很快，打游戏很卡，那些好评应该都是好评返现刷出来的，大家千万别被坑了，亲身经历！,0
4273,卡顿、发热、续航极短，还退不了货。请问不激活试用一下，我如何得知它有这些问题？以后再也不买三星了，再也不从京东买不能退货服务的东西了。,0
4274,外形外观：玻璃材质手感特别舒服，大小合适\n屏幕音效：音质效果非常不错，对于喜欢听歌的我来说很棒\n拍照效果：电影模式，你值得拥有，分分钟拍出电影大片\n运行速度：一流\n待机时间：一天没问题，再也不用随身携带充电宝了。\n其他特色：哈哈哈，便宜了。?,1
4275,外形外观：设计风格非常好看，做工精致，完全不像两千多的手机\n屏幕音效：屏幕分辨率高，显示清晰，音效略差\n拍照效果：拍照效果真的很好\n运行速度：运行流程不卡,1
4276,外形外观：直面屏yyds\n屏幕音效：听音乐?很不错\n拍照效果：人像模式拍出来的像简直是太好看了\n运行速度：玩游戏很流畅\n待机时间：4700的电池，1080p的屏幕，电量很耐用\n其他特色：玩游戏屏幕会降低亮度，希望优化一下系统,1
4277,用了有一个周了 手感很好 忠实的米粉一如既往的支持?,1
4278,10天左右就降了200元，哎，心情不好,0
4279,购机一个月左右，电池就充不满了,0
4280,外形外观：黑色显得稳重大方，透着干练气质\n\n屏幕音效：听了蔡琴的试音曲，仿佛亲临现场在看演唱会\n\n其他特色：三星拍照像素一直是亮点，远景近景都清晰，特别喜欢专业模式，媲美入门单反相机！,1
4281,屏幕太模糊，像素非常差劲,0
4282,外形外观：拿上手手感挺好\n屏幕音效：色彩和音效很好\n运行速度：玩游戏一流,1
4283,终于入手了，盼了一年多，结果不负所望，拿到手，拆开一看，真的好高大上，无论，外观还是触摸效果，都是一级棒的！,1
4284,谁说十三香都没有信号,0
4285,这个小米12太不怎么样了，最次的手机了，发烧特快打电话烫脸。买了相差一个月价格下来了800元，太失望了，不会推荐身边的朋友购买,0
4286,从米2开始用，全家都用小米，一直相信小米的性价比。这次买的依然没有让人失望过。这种淡淡的绿色，外观很是漂亮，用了下，运行速度都很快，系统很流畅。,1
4287,东西收到了，京东快递就是非常的快！小米的手机几乎每一代都买了，小米12做工很好，拿在手里非常舒服，也不重，外观好看，配置高，系统流畅，非常满意！,1
4288,小米11，年度首发骁龙888，没觉得发热严重，可能我不玩游戏吧，感觉比较流畅，外观做工很精致，蓝色很漂亮，摄像头看了两天竟然越来越觉得好看了。手机很薄，电池4600能做到这个厚度算是相当不错的设计了。8+128够用，实用。,1
4289,外形外观：之所以冲着12来，没有买pro，就是它这小屏＋高颜值外观了，蓝色看起来很舒服，手感单手无敌！\n\n运行速度：运行的很快，目前还没有出现卡顿的现象！\n待机时间：充电很快，只要不是重度使用，一天轻轻松松的续航！\n\n其他特色：总体满意，给京东物流点个赞！！！,1
4290,发货很快，刚开始担心不如k40，但上手后感觉物有所值！包装很好看，好喜欢！还有简约风格也还不错！,1
4291,外形外观：颜值很高，选这个颜色好像有点骚\n屏幕音效：屏幕没得说，非常棒，音质也好\n运行速度：速度快，没卡顿，可能是我不玩游戏的缘故，但是12G的运行内存应该很强大了\n拍照效果：拍照效果我就不好评价，总之比我之前的note8好多了,1
4292,买了没几天，降价600，,0
4293,手机用的一直是华为的，所以这次换手机首选华为。外观漂亮，机子的颜色每个都很喜欢，买的时候货源很紧张所以哪个有货直接下单了。电池容量大充电很快也不卡顿很顺畅值得购买,1
4294,第一次买苹果手机，给老婆买，一直用华为手机，换了这款11性价比很高，买12还不如买13，13还要等，这个华为又用不了，老是重启。所以买个11也不错，黄色到手发现也很不错，色彩做的很漂亮，手机性能就不说了。下次我也换苹果用下，现在用的华为mate系列旗舰机也很好用。,1
4295,不到一个月降300。,0
4296,用了几天，发现无线充电不能正常使用。其他还好。客服说换货，但数据转移很麻烦。,0
4297,第一次售后体验 极差,0
4298,一直以来用的都是华为手机，很耐用，高续航，设计很独特很新颖。所以一直相信中国华为的品牌力！受各方面影响这两年虽然没有5G，也抢不到，但是现在目前4G还是挺快的。希望华为技术能赶快挺过去，越做越好吧！,1
4299,正品，没的说，快递很负责，\n外形外观：符合审美，第一次购买苹果手机，很漂亮\n屏幕音效：屏幕颜色正，而且柔和，音效比其他的手机好很多\n拍照效果：不愧为拍照最漂亮的手机\n运行速度：运行速度快,1
4300,触屏效果差到想丢手机，新手机都卡机，每次拍照都要等它反应，我也是醉了,0
4301,搞好买了就降价300,0
4302,细节非常完美，整体来说真的很不错。色彩挺好的，运行速度也非常快，老婆很满意，继续支持华为,1
4303,手机目前没发现任何问题，我从note2也用了好几台三星，没想到用这手机连电脑想导入数据，结果弹出dex程序，就按提示安装，结果把我电脑c盘所有程序清空，系统也不正常，几十个g的文件没了，问售后啥都不清楚，这张图是后来插笔记本弹出的，三星这是给用户埋雷吗，我早上收到手机结果弄电脑弄了大半天，这点还在弄手机，午饭也没吃，真是醉了,0
4304,买早了啥都没送,0
4305,不配充电器也不注明，还要花几百块买个充电器，撕开包装膜，里面一层灰尘，买过五六台华为，这次给差评真的太失望了。,0
4306,其实我是个忠实的三星粉。手机刚到手差不多四五天吧，屏幕中间有个小黑点，再有个十多天吧从手机侧面看能细微的看出中间部位比两边微厚，细看能看出来，然后就今晚试了一下12g内存怎么样，连续打开手机里的app，打开到10个就明显的开始卡了，到12个app美团，打开屏幕直接卡顿没反应两秒，点home键啥的都没反应，然后就显示没有响应，关闭程序。这就是4月2号买的三星note20u到4.15号的体验！！！真的极差，8000多买的?。想退也退不了。然后这些问题找客服吧就没用，就算按他们说的给他们寄回去检测，检测不出来啥，可是用户用的时候就莫名其妙有各种问题了？,0
4307,手机是真品，双十一物流也很快。\n拍照效果：很好\n屏幕音效：好听，音质不错\n外形外观：大小合适，一个手刚刚好\n运行速度：ios速度不用说\n待机时间：一天一充比安卓耐用，基本不怎么好点iOS很强,1
4308,刚刚收到就降价200多，不满意,0
4309,手机发烫，反应迟钝的一批，难道店家给我发了个假的吗？,0
4310,屏太小，买后悔了，激活了一下还不给换,0
4311,大中午拍的，阳光比较好，拍的可能不像绿色，拍出了不一样的颜色。使用起来特别流畅，外观握持感也特别的舒服，信号也提升了好多，使用双卡也不影响信号了,1
4312,三星Galaxy S22外观着实惊艳，超窄的屏幕边框，被金属材质包裹着，后壳则是采用玻璃材质，给人第一眼感觉那就是神来之作。\n配置上也是旗舰水准，骁龙8系处理器，120Hz高屏刷，玩游戏真的&ldquo;燃&rdquo;起来，作为安卓机皇，三星S22轻松拿捏。,1
4313,1.没怎么用，下载几个应用电池耗电速度就非常快；2.相机打开黑的，反复试都不行，重启后才正常。刚买的手机一天就发现两个问题，心里很不舒服,0
4314,到退差价这个扣那个扣，到最后还是退完了,0
4315,手机，充电器分开发货，手机用了半天，充电器也不来？这是什么意思？,0
4316,手机刚用半个月  好卡顿,0
4317,买了没有一个月 降500 会玩 呵呵,0
4318,客服服务太差 京东页面忽悠欺骗消费者 反映问题 京东客服让找卖家 卖家就是京东自营 真是先骗你入圈再宰客 差到极致,0
4319,屏幕大，不卡顿，手机玩游戏流畅，摄像头拍照效果好，充电贼快\n外形外观：高端大气上档次\n屏幕音效：喇叭声音挺大的\n拍照效果：后置摄像头拍照效果很鲜艳\n运行速度：很快，不卡顿\n待机时间：基本上可以满足一天使用,1
4320,一代用到8代，8代太让我失望了，打王者60帧都稳定不了还是游戏模式的情况下，没买的兄弟考虑一下其他的吧,0
4321,一如既往的喜欢小米手机。小米11可谓3000价位守门员，性价比很高，和PRO Ultra的区别基本只有电池和摄像头。\n\n2K屏，120Hz高刷，888处理器，用起来非常流畅。会有些轻微发热，但是可以接受。\n\n小米的系统也不错，这个手机买给老妈用的，8SE 到 11，小米自带的小米换机软件一键转移所有数据，非常方便。\n\n618活动领了很多券，最后8+128只花了3300出头，点赞！,1
4322,宝贝已收到?，超级喜欢，颜值高又实用，超级喜欢！???店家发货非常快，服务态度很好，应该是正品，一次很愉快的购物价格很实惠，性价比很高，算是平价好物，会回购的性价比非常高?，可以放心购买?，做工非常精致?，值得购买?！整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味很精致，质量非常好，很满意的一次购物。谢谢店家！包装非常结实，东西保护得很好，值得好评真的推荐啊，快递速度特别的快，爱了爱了,1
4323,这手机不是一般的差，信号差，经常卡顿,0
4324,外形外观：手机外观完好无损，外形相当的好，正是我中意呢款式。\n屏幕音效：屏幕大小合适，全面屏，大小刚刚好，手机音质也相当的棒，美中不足是没有配耳机。\n拍照效果：日拍夜拍效果均相当的好，色彩还原度高，拍的挺逼真的。\n运行速度：手机运行速度顺畅快速，无卡顿延时情况。,1
4325,从三星note8换手机到s21，不愧是今年三星的机皇，手感一级棒，单手拿着好舒服，刚收到货，还未激活。,1
4326,耗电快，一天三充,0
4327,一个月多一天电池就掉99了,0
4328,耳机呢？当天抢的主页显示有送耳机，收到货后没有，联系客服说不送耳机，主页图片也删除了，有一套,0
4329,手机已收到 这个绿色的好好看，质感也好，手机大小也很合适，充电的话会有轻微的发热是正常的，没有到发烫的地步，电池也很耐用，玩游戏看视频什么的都可以维持很长时间，运行速度也快，玩完充一个多小时差不多就满了，点赞～\n拍照效果：拍照很漂亮，特别是夜间拍摄确实挺好的,1
4330,手机不错，屏幕是真好，希望以后系统适配会跟得上，我从realme转过来的，希望不会失望，看评测9000性能非常强。,1
4331,手机质量不行，切屏会卡，接视频有时候会黑屏,0
4332,玻璃质感，握持手感都很好。oneUI可玩性很高，啥都能自己定制。拍照色彩和对焦准确快速。唯一缺点太烫了，出门做核酸拿手里烫手啊。,1
4333,外形外观：高端大气上档次\n屏幕音效：超级无敌\n拍照效果：非常清晰\n运行速度：反应速度\n待机时间：非常给力\n其他特色：这款电话就好比移动的钱包和门禁卡非常方便,1
4334,爱酷中最垃圾的手机，卡的很，玩游戏的不建议买，很烫，散热差,0
4335,老用户了效果不错，充电速度很快超喜欢京东自营店就是可靠好评满分,1
4336,鸿蒙系统非常流畅，没有一丝不适应感，P50做工精致通话质量很好，可可茶金很漂亮！大小合适，握持感好，华为手机很好！,1
4337,刚刚收到就降价200多，不满意,0
4338,手机超级好用，很流畅，反应速度很快，拍照清晰，对比好久，一次性入手两部，京东活动力度还是很大的。玩游戏也很流畅，游戏模式有三种选择，不过发热情况还是有的。,1
4339,爱了爱了\n外形外观：外观漂亮，辩识度高，握感挺棒的\n屏幕音效：屏幕清晰，音效不错\n待机时间：日常使用（不重度游戏）一天够用\n运行速度：运行挺快的，嗖嗖的快，亳不卡顿\n拍照效果：白天黑夜拍照都是非常好的,1
4340,帮爸爸买的新手机，他用习惯华为了。拍照可以内存够大，老人家够用了。\n外形外观：漂亮\n屏幕音效：看电影效果很好,1
4341,外形外观：非常美 流线型\n屏幕音效：动感十足\n拍照效果：100米外能看的很清楚\n运行速度：超级快 12+256g 第一\n待机时间：一天半时间\n其他特色：太多了 说不完,1
4342,我6.15买的花了3599，有保价服务，结果同事6.18买的一模一样的才花了2899，申请保价却不管用，小米客服让找京东客服，京东连人工客服都没有。保价的意义是什么？售后的服务又在哪？真是垃圾！,0
4343,外形外观：外观精美，时尚潮流，9号色更是绚丽多彩。\n屏幕音效：高清屏幕，画质优美。音效优越，低、重音分明，听起音乐来心情好舒畅。\n拍照效果：拍照高度清晰，图片效果美美哒。\n运行速度：很快很给力，入手256最高配，不要省2~3百搞成128的，用久了就值得。\n待机时间：待机长，不用的时候后台的程序记得及时关掉。\n其他特色：双十一买的，价格美丽，比实体店便宜1百来块，正好吃餐麦当劳贺贺新机入手。\n使用手机克隆功能，旧手机信息可完全复制到新手机，十分方便。,1
4344,从s9就一直用三星手机，好多年了，今年的s22实在是够惊艳，果断就下单了，京东物流很给力，两天就到了，最喜欢的绿色，拿到真机比图片更漂亮，大小合适，手感极佳，使用了几天才来评价的，处理速度、拍照、系统各方面都很满意，就是玩游戏差点意思，据说是系统原因，期待官方赶快更新修复，总体来说非常满意。,1
4345,显示效果亮度OK电池续航现在来看没问题运行速度其他软件不卡通信音质音质我觉得OK拍照效果像素特别好，自拍爱*了！其他特色已经玩了两天了，屏幕真的好大，比我之前的手机大了，这下玩游戏就舒服了，打了王者和平精英都不卡，音质也行，总的来说不错,1
4346,其他特色：最新的 A15处理器，很强大，采用新技术制作。 拍照效果：拍照特别清晰，很细腻。特别是苹果原相机 电池续航：电池通过处理器优化，续航能力提升了更多 通信音质：音质没有杂音，非常柔和 运行速度：运行速度不错没有卡顿。 显示效果：显示效果很不错，虽然120hz更好，但是不是特别习惯。,1
4347,已经用了一段时间啦。使用感不错哦，充电超级快，机身不重，颜色也很喜欢。neo5算是这个价位性价比最高的机子了，冲鸭,1
4348,外形外观：天蓝色的感觉，很年轻，一如既往的精致\n屏幕音效：retina屏幕看的很舒服，不累眼睛\n拍照效果：夜光效果简直绝了，效果非常好，摄像头十一大优势\n运行速度：很顺畅\n待机时间：比之前的iphone好多啦，一天拿出去没有任何压力,1
4349,从IQOO5一直用，每代必换新，习惯了用IQOO上王者，这次IQOO9屏幕真的好大，个人就喜欢大屏手机，速度还快，王者特效全拉满，大电池续航足，屏幕素质一流，字体超细腻，画质超震撼，先用着，坐等IQOO10接着换新。,1
4350,问题已经解决了，不是手机本身的问题，手机本身使用还是很不错的,0
4351,未送到指定地点，还自己坐地铁去,0
4352,经过深思熟虑，选定了note20u，本人从事手机行业十余年，为什么现在以并不算低的价格入手这一款呢。相信选择的人都懂。\n火龙888之后。能发挥百分百性能的几乎没有。个别品牌，参数没输过，体验没赢过。我用了五年ios换回安卓，基本很好上手。oneui4.0已经更新了，还有很多功能等待发掘。\n选择这个，不后悔。日常使用。轻度游戏，再战两三年应该问题不大。\n最后我想说，颜值即正义。在今天，比它好看的手机我依然认为没有几个。,1
4353,第一次购买iqoo这个品牌的手机，总体感觉手机外观漂亮，手感也很棒，流畅度也很好，关键是充电非常快，快到一会会就能充满。给家里老人用真的太合适不过了。,1
4354,不给转接线，也不给耳机，给耳机还要花149买会员,0
4355,外形外观：曲面屏够大，硬朗，\n拍照效果：夜景效果不错\n运行速度：够快没卡顿\n待机时间：基本一天够用，充电很快,1
4356,选择了很久才选择这一款，非常好，也非常喜欢。！！！！！！就是一买完没有多久就降价了，感觉很不换算！嗯呢！！！！！！！！！！，，，,1
4357,我天真地相信了所谓618保价承诺，5/30买入note20ultra，价格5699，6/8收到货。之后每天关注价格变动，结果，京东618当天券后价格5519元。这是jd的耻辱！今后，我绝对不会在618前夕购买京东的任何产品，提请广广大客户警醒！,0
4358,小米刚发布就关注这个手机了  等可以购买了就立即下单了 \n这个颜色特别好看  看起来很高端  运行很流畅  配合骁龙处理器运行完全不卡顿  也不发热\n手机音效经过调教 也很出色\n屏幕显示效果也很好  使用一段时间  以后再来评价,1
4359,外形外观：星光色，颜值很高，很好看\n屏幕音效：屏幕显示细腻，音效还可以吧，\n拍照效果：拍照很清晰，相机响应也很快。\n运行速度：运行流畅，不卡顿，响应很快。\n待机时间：正常使用一天一充吧。,1
4360,电话偶尔别人打不进来，提示无法接通的状态，按客服提示的设置操作和更换了新卡还是一样没得到解决，呼出是正常的，不知道是不是手机的问题,0
4361,外形外观：高端大气上档次\n屏幕音效：好\n拍照效果：依然是好\n运行速度：快,1
4362,运行流畅，系统好设置，蓝牙传输很快，2k的屏显示很清晰很细腻。快充超级快，不到一小时从3-100，完美个人觉得白色好看，百搭不过时,1
4363,太好看了神仙颜值真的太好看了我觉得真的超级nice\n外形外观：酷！手感舒适\n屏幕音效：屏幕清晰显示\n拍照效果：拍照1200w像素媲美某些1亿的哈哈哈\n运行速度：好快打机不卡\n性价比高,1
4364,手机可以，包装很细致，没有磕到，画质高清，玩游戏体验感好，没有任何卡顿，电量够用一天。,1
4365,手机特别好，速度快，夜影黑漂亮，很多人用k40比，可是k40有货嘛？屏幕指纹，摄像头防抖，虽然说内存lpddr4x，可是和lpddr5相比除了功耗，速度没啥区别，相对来说是一款素质比较均衡的手机，很值的入手！,1
4366,其他特色：买了半个月屏幕就出现这种情况,0
4367,买早了买早了，13出来了，11便宜那么多，早知道晚点时间买就好了，不过，11的性能还是可以的，完全足够用了，尤其这种骚红色，真心很喜欢。,1
4368,本来觉得降价一两百也能接受，刚过价保期就跌300，**，过了几天又跌300，**，千万不要在五月份买手机，死亏,0
4369,您没有填写内容，默认好评,0
4370,颜值比图片的高，相机水平太厉害了！系统流畅，很好,1
4371,外形外观：小米11外观还算不错，比起图片来说好看很多，手感也比米10好一些，更轻一些。轻薄，屏幕更大，边框更窄。\n\n屏幕音效：屏幕效果看起来很不错，也很清晰细腻！\n\n运行速度：骁龙888速度没啥说的，很流畅很满意！\n\n\n拍照效果：收到电话是晚上，所以拍照效果只是试了一下，感觉还行。\n关于声音震动的情况，我个人感觉还可以，没有说的那么夸张，声音大震动是可以理解的，毕竟手机薄嘛。总体满意！,1
4372,买的时候说有蓝牙耳机送，到货了啥都没有送！,0
4373,手机收到了，使用还算满意，但值吐槽的就是几大千的手机退化成连充电器都不是标配了，这么大的商家真的是连分分角角钱都要算计消费者，实在不是大厂风范。,0
4374,刚过价保一天就降了200真有你的,0
4375,关注这款手机很久了，终于等到了京东有优惠活动，这款手机颜值很高性价比也很高，给老人买的经济实惠，配置方面现在用的是高通骁龙778的处理器，个人感觉不如麒麟芯片的好，但是价位实惠，不得不说华为的66W快充技术确实厉害，充电速度杠杠滴！,1
4376,华为手机不愧是国货之光，运行速度快，拍照清晰，质量杠杠的！,1
4377,买智能产品。芯很重要，调教也很重要。天玑9000+miui。满意。,1
4378,手机不玩游戏，屏幕低亮度轻度使用情况续航4小时，玩个腾讯麻将手机都烫人，京东售后检测说是正常，事实摆在眼前还不承认，联系京东要求换货，不给换，垃圾京东售后，一星都不想给,0
4379,手机没有任何毛病，非常给力，给评价底主要是商家的宣传和客服的服务上\n一、11月10日晚8点，明明宣传的图片上说至高优惠700其中涵盖300元的pus券，但实际，商家订京东价为3799，致使300元plus券无法使用，虽然现在价格在11日已经变更为3800可以使用300元plus券，但是在10日晚，却不能使用，导致很多买家无法得到实际的优惠。\n二、我三号下单购买的手机，但是优惠600，然后客服说有30天价保，但今日在优惠700的情况下，却在京东无法申请价保。联系iqoo客服后，开始客服只给保价70，争论后80，最后无法解决后，换客服才给100。\n\n望各位消费一者问清楚后，合理消费,0
4380,外形外观：外观很漂亮，之前对比过很多的机型，还是决定了苹果，真的算是不错吧;\n屏幕音效：屏幕效果不错，很清晰，看起来很舒服，另外屏幕的颜色可调节，用起来也很方便。\n拍照效果：拍照效果很好，非常喜欢，拍出来的都是大片。\n运行速度：运行速度快，非常流畅，苹果性能好的缘故也就是使用很久后，还不卡吧。\n待机时间：待机时间有待验证，看有机会补评价吧。,1
4381,屏幕显示比较细腻，操作顺滑，反应速度很快，主要手机手感很好，各方面都很好,1
4382,付完尾款，手机次日就收到了，颜色跟图片上的一样，没有色差，尤其是搭配金边，真的很漂亮！直屏设计，宽度刚好，从苹果换到三星，虽然一开始不太习惯，但是稍微熟悉一下过后，也用得很熟练，总之还是很满意，哈哈\n运行速度：很快\n拍照效果：自带美颜\n外形外观：非常漂亮,1
4383,手机不好，买的自己注意。接个~电话死机。一次两次也就算了，死机了四次！垃圾手机,0
4384,不说那么多，新手机能卡死，动不动黑屏动不了。,0
4385,外形外观：特别好看 颜色没有色差 男女生都适合\n屏幕音效：有很大改善\n拍照效果：苹果拍照就是比普通手机好 更加清晰 有质感\n运行速度：一点都不卡顿 用起来太舒服了,1
4386,手机大小合适！后盖很有设计感！紫色颜色也挺好看！重量适中。目前很满意！送了充电头。要激活才能设置。只能等下班后再后续激活。,1
4387,手机大小合适，性价比不错，运行速度很快，适合年轻人。游戏时候，充着电，手机比较热，这个还有待提高。,1
4388,手机不配送充电器，我是没搞懂 也没有个提示,0
4389,说实话，是真的很卡，游戏掉帧厉害，打电话有时候都打不起，不晓得什么原因，还比不上10S，差评,0
4390,购机需谨慎，摄像头有问题，不能人脸识别,0
4391,这是一次真实的体验，希望大家一定要吸取我的教训！本次购买了三星sm-n9860的机型！买成8599元。刷的免息白条，就想增加白条额度！结果京东其他网店就只要7249元。他一个白条免息就直接加了1300元利息！够黑的，最可气的是我两天前买的256g是8599。现在他一个店里的512g只要8499。真是**的地方！有图为证，不要在他直营店里买东西了。坑死你不带偿命的！！！！！！,0
4392,手机很漂亮，很喜欢，速度快，开始手机有些发烫，充一次电后就好了，太智能了，还没搞懂。\n拍照效果不错,1
4393,买完没有十天就降价了200,0
4394,外形外观：背面有档次\n屏幕音效：屏幕没有2k那么清晰，这是游戏手机，音效一般，两个喇叭\n拍照效果：拍照还过得去，日常用没问题\n运行速度：速度很快，打游戏是很好的选择\n待机时间：满电能打半天游戏，用完15分钟就充满，这个我最满意,1
4395,"来了来了，第一次用三星的机子，\n外形外观：薄，没得说，手感灰常好，不会太厚重，现在大部分旗舰机都太重了。169克，完美。作为备用机，便携是第一要求。\n运行速度：旗舰cpu,速度肯定如丝般顺滑\n拍照效果：满意，对相机没要求。有要求的，上超大杯，那就牺牲便携性了。\n屏幕音效：三星的屏幕是第一梯队。满意",1
4396,做工精致，材质很好，外观精美，功能齐全，拍照效果很好，性价比高。是华为的最新产品，我是没上市前交订金预订的，非常值得，满意！,1
4397,外形外观：所有颜色里最好看的，赚到了\n屏幕音效：顶级屏幕分辨率高，清晰，扬声器是种享受\n拍照效果：很清楚，比安卓机清楚多了\n运行速度：快如闪电\n待机时间：够持久，够强劲，厉害，满意\n其他特色：优惠力度大，,1
4398,这手机屏幕显示还不如11呢   凑合用吧,0
4399,别的不说，买完第八天便宜300元，,0
4400,非常棒，特意用了几天再来评价，非常丝滑，处理器很强大，王者吃鸡无压力，帧数也很稳定，待电量也非常不错，值得买的手机，就是有一点，屏幕是国产的，,1
4401,外形外观：无瑕疵，好用的很\n屏幕音效：音效增强无敌\n拍照效果：清晰度高，很好\n运行速度：很快没有任何问题\n待机时间：新机就是长，无可挑剔，真的值得购买,1
4402,千万别买了！！垃圾手机，烫的一皮！,0
4403,手机轻薄，手感不错。配合光学防抖，拍照效果很好，拍夜景也非常美丽。手机使用非常流畅、画质清晰、散热效果不错，用了这么久，总体来说非常不错。,1
4404,在小米之家试过之后就决定要买啦。屏幕小适合女生，重量也合适不会特别重。而且蓝色真的超级好看。\n运行速度：目前试着打了几把英雄联盟手游，速度还可以，发热也不是特别明显。\n拍照效果：拍照效果还行，比较清晰。po一张图。,1
4405,屏幕音效：完美，目前最强的影音体验\n拍照效果：完全够用，拍出来的也十分喜欢\n运行速度：相比之前的S10，简直飞快\n外形外观：十分惊艳惊艳,1
4406,说好的，七天可以退货，现在又不给退，辣鸡,0
4407,外形外观：非常精美\n屏幕音效：顶级屏幕真是没得挑剔\n拍照效果：很好，清晰且反应快\n运行速度：非常快,1
4408,10天左右就降了200元，哎，心情不好,0
4409,S51后背手感简直不要太爽哈！相比之前曲面屏来讲，我更喜欢直面屏，不会有之前触碰的情况，高通骁龙888处理器还是非常给力，其运行app没有丝毫卡顿的情况，感觉足以和苹果12相比。,1
4410,外形外观：美观很喜欢是我想要的颜色\n屏幕音效：挺好的\n拍照效果：拍照清晰 晚上拍也很好\n运行速度：挺流畅的\n待机时间：还行吧\n其他特色：手感很好喜欢,1
4411,千万不要上当，这个手机打一局王者手机非常的烫，我感觉都快爆炸了，首先说一下玩王者时手机是没有充电的，本人这款手机刚买没有多久，被宣传广告给骗了,0
4412,补充一下，人脸识别和指纹识别识别率很低，尤其是指纹识别非常差劲，识别慢，要反复按还可能识别不通过最后手动输密码（指纹重新录入了好几次，不存在没录好的情况）。我的聊天记录截图审核不通过，不知道是为什么，截图从头到尾都有，不存在误导的问题。,0
4413,给爸爸买的，用了一段时间了，目前都好，速度比之前的华为手机快多了，不会再因为卡顿影响日常使用了。屏幕大机身薄，爸爸很满意。,1
4414,外观好看，屏幕大，操作容易，使用方便，反应速度快，物流很快。兼容性也不错,1
4415,喜欢这款手机很久了。手机运行速度很快，响应速度也很迅速。运行软件和游戏的速度很快很流畅。摄像头拍照功能很强大，拍照很清晰，出门旅游省事多了,1
4416,手机美观大方，价格也还好，真的很看，换机数据很快导完,1
4417,该手机?通话时开免提对方存在回声，回声强烈，听的难受，真心很烦，售后检查反应是正常的，售后寄回收到后前两天很正常，后来又出现这样的问题，不好的一次体验,0
4418,手机还不错，大小拿着正合适，试着用了运行也蛮流畅的，打王者没有问题。高刷的屏幕看着很舒服。就是手机会发烫。,1
4419,价格保护完全没有用，只要定价定高，活动价不在保护范围之内，双十一之前守着时间点抢券，红包雨什么的废了大量时间精力去看价格，都没有双十一当天直接送你券，或者100当500.800用降得多，不要相信那些直播说的什么早买早享受，有价格保护，跟双十一价格一样，给你退差价，只要你以一个高价格买了，你的钱交出去了，就别指望他们会再还给你。,0
4420,外形外观：已经买好了手机套，等着手机到了就套上了。\n屏幕音效：音效外放没有感觉有杂音。\n拍照效果：打开后置摄像头，很高清，打开前置摄像头，嗯，我吐了，我自己太丑了。\n运行速度：苹果系统绝绝子呀。\n待机时间：一天一充，苹果特色。,1
4421,买完几天就降价400，可以，亏我用那么久plus，转投**吧,0
4422,我买的黑色，充电器套装，很不错，下单第二天就到了，很好用，流畅。\n拍照效果：牌子很好，\n运行速度：非常流畅，\n待机时间：苹果的待机我就不多说了。,1
4423,用了两周了，整体性能很不错，比我上个手机强，主要是充电太舒服了，一不留神就满电了哈哈，屏幕刷新率和清晰度也不错。,1
